fileName,title,url
0-id1482463498-1000510521349.mp3,政治歸政治#26｜趙少康罵陳時中偷雞摸狗，有道理嗎？,https://podcasts.apple.com/tw/podcast/%E6%94%BF%E6%B2%BB%E6%AD%B8%E6%94%BF%E6%B2%BB-26-%E8%B6%99%E5%B0%91%E5%BA%B7%E7%BD%B5%E9%99%B3%E6%99%82%E4%B8%AD%E5%81%B7%E9%9B%9E%E6%91%B8%E7%8B%97-%E6%9C%89%E9%81%93%E7%90%86%E5%97%8E/id1482463498?i=1000510521349
1-id1482463498-1000510225340.mp3,法客話題EP81｜共生音樂節：解嚴後出生的年輕世代，如何紀念228,https://podcasts.apple.com/tw/podcast/%E6%B3%95%E5%AE%A2%E8%A9%B1%E9%A1%8C-ep81-%E5%85%B1%E7%94%9F%E9%9F%B3%E6%A8%82%E7%AF%80-%E8%A7%A3%E5%9A%B4%E5%BE%8C%E5%87%BA%E7%94%9F%E7%9A%84%E5%B9%B4%E8%BC%95%E4%B8%96%E4%BB%A3-%E5%A6%82%E4%BD%95%E7%B4%80%E5%BF%B5228/id1482463498?i=1000510225340
2-id1482463498-1000509582810.mp3,政治歸政治#25｜新年新憲法，總統沒宣誓就視同未就職？動物權入憲？,https://podcasts.apple.com/tw/podcast/%E6%94%BF%E6%B2%BB%E6%AD%B8%E6%94%BF%E6%B2%BB-25-%E6%96%B0%E5%B9%B4%E6%96%B0%E6%86%B2%E6%B3%95-%E7%B8%BD%E7%B5%B1%E6%B2%92%E5%AE%A3%E8%AA%93%E5%B0%B1%E8%A6%96%E5%90%8C%E6%9C%AA%E5%B0%B1%E8%81%B7-%E5%8B%95%E7%89%A9%E6%AC%8A%E5%85%A5%E6%86%B2/id1482463498?i=1000509582810
3-id1482463498-1000509154676.mp3,法客話題EP80｜《新春特輯》法客幕後秘辛大公開，幕後推手回娘家,https://podcasts.apple.com/tw/podcast/%E6%B3%95%E5%AE%A2%E8%A9%B1%E9%A1%8C-ep80-%E6%96%B0%E6%98%A5%E7%89%B9%E8%BC%AF-%E6%B3%95%E5%AE%A2%E5%B9%95%E5%BE%8C%E7%A7%98%E8%BE%9B%E5%A4%A7%E5%85%AC%E9%96%8B-%E5%B9%95%E5%BE%8C%E6%8E%A8%E6%89%8B%E5%9B%9E%E5%A8%98%E5%AE%B6/id1482463498?i=1000509154676
4-id1482463498-1000508507610.mp3,政治歸政治#24｜除夕夜貴智在台東老家打麻將，有賭博罪？,https://podcasts.apple.com/tw/podcast/%E6%94%BF%E6%B2%BB%E6%AD%B8%E6%94%BF%E6%B2%BB-24-%E9%99%A4%E5%A4%95%E5%A4%9C%E8%B2%B4%E6%99%BA%E5%9C%A8%E5%8F%B0%E6%9D%B1%E8%80%81%E5%AE%B6%E6%89%93%E9%BA%BB%E5%B0%87-%E6%9C%89%E8%B3%AD%E5%8D%9A%E7%BD%AA/id1482463498?i=1000508507610
5-id1482463498-1000508447385.mp3,番外篇#2｜🔞呻吟聲實況轉播！Clubhouse直播做愛違法嗎ft.潤滑液男孩&amp;Yoyo,https://podcasts.apple.com/tw/podcast/%E7%95%AA%E5%A4%96%E7%AF%87-2-%E5%91%BB%E5%90%9F%E8%81%B2%E5%AF%A6%E6%B3%81%E8%BD%89%E6%92%AD-clubhouse-%E7%9B%B4%E6%92%AD%E5%81%9A%E6%84%9B%E9%81%95%E6%B3%95%E5%97%8E-ft-%E6%BD%A4%E6%BB%91%E6%B6%B2%E7%94%B7%E5%AD%A9-yoyo/id1482463498?i=1000508447385
6-id1482463498-1000508245618.mp3,法客話題EP79｜廢死聯盟張娟芬：18字證詞就被判死刑，王信福案成司法活化石,https://podcasts.apple.com/tw/podcast/%E6%B3%95%E5%AE%A2%E8%A9%B1%E9%A1%8C-ep79-%E5%BB%A2%E6%AD%BB%E8%81%AF%E7%9B%9F%E5%BC%B5%E5%A8%9F%E8%8A%AC-18%E5%AD%97%E8%AD%89%E8%A9%9E%E5%B0%B1%E8%A2%AB%E5%88%A4%E6%AD%BB%E5%88%91-%E7%8E%8B%E4%BF%A1%E7%A6%8F%E6%A1%88%E6%88%90%E5%8F%B8%E6%B3%95%E6%B4%BB%E5%8C%96%E7%9F%B3/id1482463498?i=1000508245618
7-id1482463498-1000507614744.mp3,政治歸政治#23｜吃豬肉的標準，貴智就愛吃萊豬？,https://podcasts.apple.com/tw/podcast/%E6%94%BF%E6%B2%BB%E6%AD%B8%E6%94%BF%E6%B2%BB-23-%E5%90%83%E8%B1%AC%E8%82%89%E7%9A%84%E6%A8%99%E6%BA%96-%E8%B2%B4%E6%99%BA%E5%B0%B1%E6%84%9B%E5%90%83%E8%90%8A%E8%B1%AC/id1482463498?i=1000507614744
8-id1482463498-1000507356412.mp3,法客話題#78｜現代婦女基金會：面對恐怖愛慕者的跟蹤騷擾，司法不能束手無策,https://podcasts.apple.com/tw/podcast/%E6%B3%95%E5%AE%A2%E8%A9%B1%E9%A1%8C-78-%E7%8F%BE%E4%BB%A3%E5%A9%A6%E5%A5%B3%E5%9F%BA%E9%87%91%E6%9C%83-%E9%9D%A2%E5%B0%8D%E6%81%90%E6%80%96%E6%84%9B%E6%85%95%E8%80%85%E7%9A%84%E8%B7%9F%E8%B9%A4%E9%A8%B7%E6%93%BE-%E5%8F%B8%E6%B3%95%E4%B8%8D%E8%83%BD%E6%9D%9F%E6%89%8B%E7%84%A1%E7%AD%96/id1482463498?i=1000507356412
9-id1482463498-1000506794327.mp3,政治歸政治#22｜來賓即將被罷免，開箱高雄市議會ft.黃捷來了,https://podcasts.apple.com/tw/podcast/%E6%94%BF%E6%B2%BB%E6%AD%B8%E6%94%BF%E6%B2%BB-22-%E4%BE%86%E8%B3%93%E5%8D%B3%E5%B0%87%E8%A2%AB%E7%BD%B7%E5%85%8D-%E9%96%8B%E7%AE%B1%E9%AB%98%E9%9B%84%E5%B8%82%E8%AD%B0%E6%9C%83-ft-%E9%BB%83%E6%8D%B7%E4%BE%86%E4%BA%86/id1482463498?i=1000506794327
10-id1482463498-1000506547281.mp3,法客話題#77｜台灣動物社會研究會：十二夜零安樂死後，浪浪沒有過得更好,https://podcasts.apple.com/tw/podcast/%E6%B3%95%E5%AE%A2%E8%A9%B1%E9%A1%8C-77-%E5%8F%B0%E7%81%A3%E5%8B%95%E7%89%A9%E7%A4%BE%E6%9C%83%E7%A0%94%E7%A9%B6%E6%9C%83-%E5%8D%81%E4%BA%8C%E5%A4%9C%E9%9B%B6%E5%AE%89%E6%A8%82%E6%AD%BB%E5%BE%8C-%E6%B5%AA%E6%B5%AA%E6%B2%92%E6%9C%89%E9%81%8E%E5%BE%97%E6%9B%B4%E5%A5%BD/id1482463498?i=1000506547281
